date,code_number,CCAA,number_of_cases,hospitalized
2/21/2020,1,Andalucía,0,
2/22/2020,1,Andalucía,0,
2/23/2020,1,Andalucía,0,
2/24/2020,1,Andalucía,0,
2/25/2020,1,Andalucía,0,
2/26/2020,1,Andalucía,0,
2/27/2020,1,Andalucía,1,
2/28/2020,1,Andalucía,6,
2/29/2020,1,Andalucía,8,
3/1/2020,1,Andalucía,12,
3/2/2020,1,Andalucía,12,
3/3/2020,1,Andalucía,12,
3/4/2020,1,Andalucía,12,
3/5/2020,1,Andalucía,12,
3/6/2020,1,Andalucía,21,
3/7/2020,1,Andalucía,27,
3/8/2020,1,Andalucía,34,
3/9/2020,1,Andalucía,54,
3/10/2020,1,Andalucía,71,
3/11/2020,1,Andalucía,90,32
3/12/2020,1,Andalucía,115,50
3/13/2020,1,Andalucía,219,92
3/14/2020,1,Andalucía,269,92
3/15/2020,1,Andalucía,437,92
3/16/2020,1,Andalucía,554,197
3/17/2020,1,Andalucía,683,229
3/18/2020,1,Andalucía,859,319
3/19/2020,1,Andalucía,1008,384
3/20/2020,1,Andalucía,1287,501
3/21/2020,1,Andalucía,1515,605
3/22/2020,1,Andalucía,1725,724
3/23/2020,1,Andalucía,1961,865
3/24/2020,1,Andalucía,2470,1132
3/25/2020,1,Andalucía,3008,1433
3/26/2020,1,Andalucía,3404,1626
3/27/2020,1,Andalucía,3790,1843
3/28/2020,1,Andalucía,4271,2106
3/29/2020,1,Andalucía,4676,2294
3/30/2020,1,Andalucía,5398,2671
3/31/2020,1,Andalucía,5809,2867
4/1/2020,1,Andalucía,6379,3147
4/2/2020,1,Andalucía,6957,3444
4/3/2020,1,Andalucía,7353,3673
4/4/2020,1,Andalucía,7847,3896
4/5/2020,1,Andalucía,8279,4107
4/6/2020,1,Andalucía,8559,4227
4/7/2020,1,Andalucía,8743,4335
4/8/2020,1,Andalucía,8973,4463
4/9/2020,1,Andalucía,9234,4599
4/10/2020,1,Andalucía,9482,4715
4/11/2020,1,Andalucía,9682,4808
4/12/2020,1,Andalucía,9976,4950
4/13/2020,1,Andalucía,10062,4993
4/14/2020,1,Andalucía,10283,5054
4/15/2020,1,Andalucía,10561,5147
4/16/2020,1,Andalucía,10773,5226
4/17/2020,1,Andalucía,11018,5298
4/18/2020,1,Andalucía,11168,5341
4/19/2020,1,Andalucía,11389,5424
4/20/2020,1,Andalucía,11518,5473
4/21/2020,1,Andalucía,11648,5509
4/22/2020,1,Andalucía,11879,5565
4/23/2020,1,Andalucía,12195,5616
4/24/2020,1,Andalucía,12449,5675
4/25/2020,1,Andalucía,12774,5715
4/26/2020,1,Andalucía,12972,5747
4/27/2020,1,Andalucía,13108,5767
4/28/2020,1,Andalucía,13195,5792
4/29/2020,1,Andalucía,13445,5831
4/30/2020,1,Andalucía,13624,5873
5/1/2020,1,Andalucía,13881,5935
5/2/2020,1,Andalucía,14128,5961
5/3/2020,1,Andalucía,14251,5961
5/4/2020,1,Andalucía,14311,5973
5/5/2020,1,Andalucía,14351,5983
5/6/2020,1,Andalucía,14593,6012
5/7/2020,1,Andalucía,14824,6027
5/8/2020,1,Andalucía,15002,6038
5/9/2020,1,Andalucía,15180,6069
5/10/2020,1,Andalucía,15355,6080
5/11/2020,1,Andalucía,15422,6092
5/12/2020,1,Andalucía,15522,6101
5/13/2020,1,Andalucía,15629,6114
5/14/2020,1,Andalucía,15823,6128
5/15/2020,1,Andalucía,16068,6146
5/16/2020,1,Andalucía,16263,6161
5/17/2020,1,Andalucía,16432,6174
2/21/2020,2,Aragón,0,
2/22/2020,2,Aragón,0,
2/23/2020,2,Aragón,0,
2/24/2020,2,Aragón,0,
2/25/2020,2,Aragón,0,
2/26/2020,2,Aragón,0,
2/27/2020,2,Aragón,0,
2/28/2020,2,Aragón,0,
2/29/2020,2,Aragón,0,
3/1/2020,2,Aragón,0,
3/2/2020,2,Aragón,0,
3/3/2020,2,Aragón,0,
3/4/2020,2,Aragón,0,
3/5/2020,2,Aragón,1,
3/6/2020,2,Aragón,1,
3/7/2020,2,Aragón,5,
3/8/2020,2,Aragón,5,
3/9/2020,2,Aragón,7,
3/10/2020,2,Aragón,30,
3/11/2020,2,Aragón,38,22
3/12/2020,2,Aragón,45,28
3/13/2020,2,Aragón,64,30
3/14/2020,2,Aragón,80,42
3/15/2020,2,Aragón,121,59
3/16/2020,2,Aragón,147,64
3/17/2020,2,Aragón,207,74
3/18/2020,2,Aragón,226,81
3/19/2020,2,Aragón,281,101
3/20/2020,2,Aragón,360,127
3/21/2020,2,Aragón,424,192
3/22/2020,2,Aragón,532,241
3/23/2020,2,Aragón,638,298
3/24/2020,2,Aragón,758,384
3/25/2020,2,Aragón,907,459
3/26/2020,2,Aragón,1116,562
3/27/2020,2,Aragón,1338,693
3/28/2020,2,Aragón,1592,835
3/29/2020,2,Aragón,1858,835
3/30/2020,2,Aragón,2078,1094
3/31/2020,2,Aragón,2272,1176
4/1/2020,2,Aragón,2491,1234
4/2/2020,2,Aragón,2700,1320
4/3/2020,2,Aragón,2889,1431
4/4/2020,2,Aragón,3078,1505
4/5/2020,2,Aragón,3232,1588
4/6/2020,2,Aragón,3347,1637
4/7/2020,2,Aragón,3449,1663
4/8/2020,2,Aragón,3549,1716
4/9/2020,2,Aragón,3685,1765
4/10/2020,2,Aragón,3831,1822
4/11/2020,2,Aragón,3998,1860
4/12/2020,2,Aragón,4125,1901
4/13/2020,2,Aragón,4248,1938
4/14/2020,2,Aragón,4332,1966
4/15/2020,2,Aragón,4450,2006
4/16/2020,2,Aragón,4566,2108
4/17/2020,2,Aragón,4664,2151
4/18/2020,2,Aragón,4761,2180
4/19/2020,2,Aragón,4831,2216
4/20/2020,2,Aragón,4886,2244
4/21/2020,2,Aragón,4938,2271
4/22/2020,2,Aragón,5054,2304
4/23/2020,2,Aragón,5237,2340
4/24/2020,2,Aragón,5295,2359
4/25/2020,2,Aragón,5382,2372
4/26/2020,2,Aragón,5456,2395
4/27/2020,2,Aragón,5504,2403
4/28/2020,2,Aragón,5557,2425
4/29/2020,2,Aragón,5652,2454
4/30/2020,2,Aragón,5971,2477
5/1/2020,2,Aragón,6103,2494
5/2/2020,2,Aragón,6164,2503
5/3/2020,2,Aragón,6208,2519
5/4/2020,2,Aragón,6239,2526
5/5/2020,2,Aragón,6282,2539
5/6/2020,2,Aragón,6382,2552
5/7/2020,2,Aragón,6516,2564
5/8/2020,2,Aragón,6575,2578
5/9/2020,2,Aragón,6656,2583
5/10/2020,2,Aragón,6702,2588
5/11/2020,2,Aragón,6731,2595
5/12/2020,2,Aragón,6797,2606
5/13/2020,2,Aragón,6856,2614
5/14/2020,2,Aragón,6943,2625
5/15/2020,2,Aragón,7015,2637
5/16/2020,2,Aragón,7125,2648
5/17/2020,2,Aragón,7177,2655
2/21/2020,3,Asturias,0,
2/22/2020,3,Asturias,0,
2/23/2020,3,Asturias,0,
2/24/2020,3,Asturias,0,
2/25/2020,3,Asturias,0,
2/26/2020,3,Asturias,0,
2/27/2020,3,Asturias,0,
2/28/2020,3,Asturias,0,
2/29/2020,3,Asturias,0,
3/1/2020,3,Asturias,1,
3/2/2020,3,Asturias,1,
3/3/2020,3,Asturias,1,
3/4/2020,3,Asturias,3,
3/5/2020,3,Asturias,4,
3/6/2020,3,Asturias,5,
3/7/2020,3,Asturias,7,
3/8/2020,3,Asturias,8,
3/9/2020,3,Asturias,10,
3/10/2020,3,Asturias,21,
3/11/2020,3,Asturias,37,12
3/12/2020,3,Asturias,45,12
3/13/2020,3,Asturias,62,16
3/14/2020,3,Asturias,100,16
3/15/2020,3,Asturias,145,16
3/16/2020,3,Asturias,190,16
3/17/2020,3,Asturias,236,34
3/18/2020,3,Asturias,280,45
3/19/2020,3,Asturias,336,61
3/20/2020,3,Asturias,469,87
3/21/2020,3,Asturias,545,133
3/22/2020,3,Asturias,589,171
3/23/2020,3,Asturias,657,194
3/24/2020,3,Asturias,764,224
3/25/2020,3,Asturias,849,263
3/26/2020,3,Asturias,914,300
3/27/2020,3,Asturias,995,339
3/28/2020,3,Asturias,1077,408
3/29/2020,3,Asturias,1172,466
3/30/2020,3,Asturias,1251,479
3/31/2020,3,Asturias,1330,529
4/1/2020,3,Asturias,1392,590
4/2/2020,3,Asturias,1473,640
4/3/2020,3,Asturias,1533,702
4/4/2020,3,Asturias,1607,766
4/5/2020,3,Asturias,1650,808
4/6/2020,3,Asturias,1704,846
4/7/2020,3,Asturias,1730,889
4/8/2020,3,Asturias,1777,958
4/9/2020,3,Asturias,1861,1018
4/10/2020,3,Asturias,1911,1083
4/11/2020,3,Asturias,1974,1147
4/12/2020,3,Asturias,2058,1208
4/13/2020,3,Asturias,2088,1265
4/14/2020,3,Asturias,2139,1330
4/15/2020,3,Asturias,2208,1387
4/16/2020,3,Asturias,2288,1432
4/17/2020,3,Asturias,2327,1474
4/18/2020,3,Asturias,2373,1520
4/19/2020,3,Asturias,2393,1571
4/20/2020,3,Asturias,2408,1599
4/21/2020,3,Asturias,2453,1626
4/22/2020,3,Asturias,2515,1665
4/23/2020,3,Asturias,2561,1705
4/24/2020,3,Asturias,2601,1728
4/25/2020,3,Asturias,2653,1760
4/26/2020,3,Asturias,2703,1790
4/27/2020,3,Asturias,2736,1814
4/28/2020,3,Asturias,2809,1843
4/29/2020,3,Asturias,2876,1886
4/30/2020,3,Asturias,2933,1915
5/1/2020,3,Asturias,2974,1938
5/2/2020,3,Asturias,2997,1974
5/3/2020,3,Asturias,3018,1995
5/4/2020,3,Asturias,3030,2014
5/5/2020,3,Asturias,3058,2046
5/6/2020,3,Asturias,3094,2081
5/7/2020,3,Asturias,3099,2117
5/8/2020,3,Asturias,3157,2141
5/9/2020,3,Asturias,3183,2166
5/10/2020,3,Asturias,3197,2185
5/11/2020,3,Asturias,3212,2197
5/12/2020,3,Asturias,3226,2212
5/13/2020,3,Asturias,3252,2239
5/14/2020,3,Asturias,3266,2252
5/15/2020,3,Asturias,3295,2268
5/16/2020,3,Asturias,3327,2290
5/17/2020,3,Asturias,3344,2311
2/21/2020,4,Baleares,1,
2/22/2020,4,Baleares,1,
2/23/2020,4,Baleares,1,
2/24/2020,4,Baleares,1,
2/25/2020,4,Baleares,1,
2/26/2020,4,Baleares,1,
2/27/2020,4,Baleares,1,
2/28/2020,4,Baleares,1,
2/29/2020,4,Baleares,2,
3/1/2020,4,Baleares,2,
3/2/2020,4,Baleares,2,
3/3/2020,4,Baleares,2,
3/4/2020,4,Baleares,5,
3/5/2020,4,Baleares,6,
3/6/2020,4,Baleares,6,
3/7/2020,4,Baleares,6,
3/8/2020,4,Baleares,8,
3/9/2020,4,Baleares,11,
3/10/2020,4,Baleares,13,
3/11/2020,4,Baleares,16,8
3/12/2020,4,Baleares,22,8
3/13/2020,4,Baleares,28,9
3/14/2020,4,Baleares,28,9
3/15/2020,4,Baleares,42,9
3/16/2020,4,Baleares,73,21
3/17/2020,4,Baleares,92,26
3/18/2020,4,Baleares,112,29
3/19/2020,4,Baleares,169,31
3/20/2020,4,Baleares,203,48
3/21/2020,4,Baleares,246,60
3/22/2020,4,Baleares,331,79
3/23/2020,4,Baleares,400,87
3/24/2020,4,Baleares,478,127
3/25/2020,4,Baleares,562,164
3/26/2020,4,Baleares,660,205
3/27/2020,4,Baleares,755,237
3/28/2020,4,Baleares,862,283
3/29/2020,4,Baleares,958,345
3/30/2020,4,Baleares,1000,353
3/31/2020,4,Baleares,1069,399
4/1/2020,4,Baleares,1131,467
4/2/2020,4,Baleares,1204,516
4/3/2020,4,Baleares,1257,586
4/4/2020,4,Baleares,1271,633
4/5/2020,4,Baleares,1293,663
4/6/2020,4,Baleares,1320,682
4/7/2020,4,Baleares,1369,704
4/8/2020,4,Baleares,1412,730
4/9/2020,4,Baleares,1448,750
4/10/2020,4,Baleares,1488,776
4/11/2020,4,Baleares,1507,777
4/12/2020,4,Baleares,1534,804
4/13/2020,4,Baleares,1550,810
4/14/2020,4,Baleares,1571,825
4/15/2020,4,Baleares,1605,856
4/16/2020,4,Baleares,1636,871
4/17/2020,4,Baleares,1667,904
4/18/2020,4,Baleares,1747,936
4/19/2020,4,Baleares,1772,954
4/20/2020,4,Baleares,1787,962
4/21/2020,4,Baleares,1807,985
4/22/2020,4,Baleares,1834,1004
4/23/2020,4,Baleares,1859,1021
4/24/2020,4,Baleares,1876,1039
4/25/2020,4,Baleares,1905,1057
4/26/2020,4,Baleares,1915,1061
4/27/2020,4,Baleares,1920,1061
4/28/2020,4,Baleares,1938,1073
4/29/2020,4,Baleares,1948,1078
4/30/2020,4,Baleares,1953,1081
5/1/2020,4,Baleares,1968,1089
5/2/2020,4,Baleares,1982,1093
5/3/2020,4,Baleares,1988,1098
5/4/2020,4,Baleares,1989,1101
5/5/2020,4,Baleares,1995,1109
5/6/2020,4,Baleares,2011,1121
5/7/2020,4,Baleares,2021,1125
5/8/2020,4,Baleares,2027,1125
5/9/2020,4,Baleares,2040,1125
5/10/2020,4,Baleares,2053,1125
5/11/2020,4,Baleares,2056,1125
5/12/2020,4,Baleares,2056,1126
5/13/2020,4,Baleares,2061,1131
5/14/2020,4,Baleares,2062,1131
5/15/2020,4,Baleares,2071,1134
5/16/2020,4,Baleares,2087,1134
5/17/2020,4,Baleares,2096,1136
2/21/2020,5,Canarias,1,
2/22/2020,5,Canarias,1,
2/23/2020,5,Canarias,1,
2/24/2020,5,Canarias,1,
2/25/2020,5,Canarias,2,
2/26/2020,5,Canarias,5,
2/27/2020,5,Canarias,6,
2/28/2020,5,Canarias,6,
2/29/2020,5,Canarias,6,
3/1/2020,5,Canarias,7,
3/2/2020,5,Canarias,7,
3/3/2020,5,Canarias,7,
3/4/2020,5,Canarias,7,
3/5/2020,5,Canarias,8,
3/6/2020,5,Canarias,11,
3/7/2020,5,Canarias,11,
3/8/2020,5,Canarias,17,
3/9/2020,5,Canarias,22,
3/10/2020,5,Canarias,25,
3/11/2020,5,Canarias,37,10
3/12/2020,5,Canarias,51,15
3/13/2020,5,Canarias,70,15
3/14/2020,5,Canarias,90,15
3/15/2020,5,Canarias,109,15
3/16/2020,5,Canarias,119,40
3/17/2020,5,Canarias,148,56
3/18/2020,5,Canarias,181,73
3/19/2020,5,Canarias,220,82
3/20/2020,5,Canarias,287,115
3/21/2020,5,Canarias,348,139
3/22/2020,5,Canarias,414,150
3/23/2020,5,Canarias,481,172
3/24/2020,5,Canarias,557,207
3/25/2020,5,Canarias,657,235
3/26/2020,5,Canarias,784,279
3/27/2020,5,Canarias,878,328
3/28/2020,5,Canarias,1025,377
3/29/2020,5,Canarias,1125,425
3/30/2020,5,Canarias,1204,444
3/31/2020,5,Canarias,1262,483
4/1/2020,5,Canarias,1380,532
4/2/2020,5,Canarias,1444,566
4/3/2020,5,Canarias,1490,605
4/4/2020,5,Canarias,1564,632
4/5/2020,5,Canarias,1622,644
4/6/2020,5,Canarias,1649,651
4/7/2020,5,Canarias,1725,689
4/8/2020,5,Canarias,1762,703
4/9/2020,5,Canarias,1834,730
4/10/2020,5,Canarias,1858,738
4/11/2020,5,Canarias,1887,745
4/12/2020,5,Canarias,1918,758
4/13/2020,5,Canarias,1944,763
4/14/2020,5,Canarias,1958,771
4/15/2020,5,Canarias,1975,781
4/16/2020,5,Canarias,1988,802
4/17/2020,5,Canarias,2009,811
4/18/2020,5,Canarias,2035,822
4/19/2020,5,Canarias,2047,825
4/20/2020,5,Canarias,2067,826
4/21/2020,5,Canarias,2085,837
4/22/2020,5,Canarias,2094,841
4/23/2020,5,Canarias,2113,855
4/24/2020,5,Canarias,2140,868
4/25/2020,5,Canarias,2155,878
4/26/2020,5,Canarias,2167,880
4/27/2020,5,Canarias,2178,881
4/28/2020,5,Canarias,2187,900
4/29/2020,5,Canarias,2202,906
4/30/2020,5,Canarias,2205,909
5/1/2020,5,Canarias,2206,914
5/2/2020,5,Canarias,2212,918
5/3/2020,5,Canarias,2221,919
5/4/2020,5,Canarias,2225,919
5/5/2020,5,Canarias,2231,920
5/6/2020,5,Canarias,2231,920
5/7/2020,5,Canarias,2235,921
5/8/2020,5,Canarias,2240,927
5/9/2020,5,Canarias,2250,935
5/10/2020,5,Canarias,2258,935
5/11/2020,5,Canarias,2260,936
5/12/2020,5,Canarias,2268,937
5/13/2020,5,Canarias,2271,937
5/14/2020,5,Canarias,2275,937
5/15/2020,5,Canarias,2280,938
5/16/2020,5,Canarias,2284,939
5/17/2020,5,Canarias,2289,939
2/21/2020,6,Cantabria,0,
2/22/2020,6,Cantabria,0,
2/23/2020,6,Cantabria,0,
2/24/2020,6,Cantabria,0,
2/25/2020,6,Cantabria,0,
2/26/2020,6,Cantabria,0,
2/27/2020,6,Cantabria,0,
2/28/2020,6,Cantabria,0,
2/29/2020,6,Cantabria,0,
3/1/2020,6,Cantabria,1,
3/2/2020,6,Cantabria,10,
3/3/2020,6,Cantabria,10,
3/4/2020,6,Cantabria,10,
3/5/2020,6,Cantabria,10,
3/6/2020,6,Cantabria,10,
3/7/2020,6,Cantabria,10,
3/8/2020,6,Cantabria,12,
3/9/2020,6,Cantabria,12,
3/10/2020,6,Cantabria,12,
3/11/2020,6,Cantabria,12,0
3/12/2020,6,Cantabria,16,3
3/13/2020,6,Cantabria,29,3
3/14/2020,6,Cantabria,31,3
3/15/2020,6,Cantabria,51,3
3/16/2020,6,Cantabria,58,18
3/17/2020,6,Cantabria,58,18
3/18/2020,6,Cantabria,68,25
3/19/2020,6,Cantabria,83,40
3/20/2020,6,Cantabria,144,61
3/21/2020,6,Cantabria,215,92
3/22/2020,6,Cantabria,282,116
3/23/2020,6,Cantabria,347,157
3/24/2020,6,Cantabria,425,200
3/25/2020,6,Cantabria,510,241
3/26/2020,6,Cantabria,671,300
3/27/2020,6,Cantabria,810,355
3/28/2020,6,Cantabria,937,406
3/29/2020,6,Cantabria,1023,449
3/30/2020,6,Cantabria,1100,481
3/31/2020,6,Cantabria,1171,522
4/1/2020,6,Cantabria,1213,543
4/2/2020,6,Cantabria,1268,567
4/3/2020,6,Cantabria,1321,592
4/4/2020,6,Cantabria,1384,619
4/5/2020,6,Cantabria,1441,639
4/6/2020,6,Cantabria,1483,658
4/7/2020,6,Cantabria,1501,677
4/8/2020,6,Cantabria,1572,700
4/9/2020,6,Cantabria,1619,720
4/10/2020,6,Cantabria,1659,747
4/11/2020,6,Cantabria,1719,773
4/12/2020,6,Cantabria,1752,805
4/13/2020,6,Cantabria,1777,827
4/14/2020,6,Cantabria,1796,853
4/15/2020,6,Cantabria,1823,873
4/16/2020,6,Cantabria,1845,890
4/17/2020,6,Cantabria,1884,903
4/18/2020,6,Cantabria,1990,911
4/19/2020,6,Cantabria,2050,924
4/20/2020,6,Cantabria,2083,934
4/21/2020,6,Cantabria,2108,948
4/22/2020,6,Cantabria,2160,956
4/23/2020,6,Cantabria,2206,965
4/24/2020,6,Cantabria,2273,978
4/25/2020,6,Cantabria,2315,982
4/26/2020,6,Cantabria,2330,991
4/27/2020,6,Cantabria,2350,995
4/28/2020,6,Cantabria,2386,1000
4/29/2020,6,Cantabria,2439,1006
4/30/2020,6,Cantabria,2505,1007
5/1/2020,6,Cantabria,2547,1009
5/2/2020,6,Cantabria,2577,1009
5/3/2020,6,Cantabria,2589,1010
5/4/2020,6,Cantabria,2596,1011
5/5/2020,6,Cantabria,2607,1015
5/6/2020,6,Cantabria,2626,1018
5/7/2020,6,Cantabria,2642,1020
5/8/2020,6,Cantabria,2665,1022
5/9/2020,6,Cantabria,2681,1023
5/10/2020,6,Cantabria,2684,1027
5/11/2020,6,Cantabria,2685,1027
5/12/2020,6,Cantabria,2691,1027
5/13/2020,6,Cantabria,2733,1029
5/14/2020,6,Cantabria,2739,1030
5/15/2020,6,Cantabria,2761,1031
5/16/2020,6,Cantabria,2770,1032
5/17/2020,6,Cantabria,2773,1033
2/21/2020,8,Castilla La Mancha,0,
2/22/2020,8,Castilla La Mancha,0,
2/23/2020,8,Castilla La Mancha,0,
2/24/2020,8,Castilla La Mancha,0,
2/25/2020,8,Castilla La Mancha,0,
2/26/2020,8,Castilla La Mancha,0,
2/27/2020,8,Castilla La Mancha,0,
2/28/2020,8,Castilla La Mancha,0,
2/29/2020,8,Castilla La Mancha,0,
3/1/2020,8,Castilla La Mancha,1,
3/2/2020,8,Castilla La Mancha,3,
3/3/2020,8,Castilla La Mancha,7,
3/4/2020,8,Castilla La Mancha,12,
3/5/2020,8,Castilla La Mancha,13,
3/6/2020,8,Castilla La Mancha,15,
3/7/2020,8,Castilla La Mancha,15,
3/8/2020,8,Castilla La Mancha,15,
3/9/2020,8,Castilla La Mancha,26,
3/10/2020,8,Castilla La Mancha,39,
3/11/2020,8,Castilla La Mancha,71,0
3/12/2020,8,Castilla La Mancha,115,39
3/13/2020,8,Castilla La Mancha,194,78
3/14/2020,8,Castilla La Mancha,289,78
3/15/2020,8,Castilla La Mancha,401,78
3/16/2020,8,Castilla La Mancha,567,207
3/17/2020,8,Castilla La Mancha,567,207
3/18/2020,8,Castilla La Mancha,675,277
3/19/2020,8,Castilla La Mancha,801,313
3/20/2020,8,Castilla La Mancha,1044,313
3/21/2020,8,Castilla La Mancha,1423,635
3/22/2020,8,Castilla La Mancha,1819,838
3/23/2020,8,Castilla La Mancha,2078,1547
3/24/2020,8,Castilla La Mancha,2465,1826
3/25/2020,8,Castilla La Mancha,2780,2162
3/26/2020,8,Castilla La Mancha,3383,2162
3/27/2020,8,Castilla La Mancha,3934,2707
3/28/2020,8,Castilla La Mancha,4512,2977
3/29/2020,8,Castilla La Mancha,5246,3018
3/30/2020,8,Castilla La Mancha,5858,3134
3/31/2020,8,Castilla La Mancha,6424,3225
4/1/2020,8,Castilla La Mancha,7047,3230
4/2/2020,8,Castilla La Mancha,7682,3230
4/3/2020,8,Castilla La Mancha,8523,3168
4/4/2020,8,Castilla La Mancha,9324,3133
